,Filename,Label,ClassName
0,daisy/daisy_000340.png,0,daisy
1,daisy/daisy_000137.png,0,daisy
2,daisy/daisy_000498.png,0,daisy
3,daisy/daisy_000483.png,0,daisy
4,daisy/daisy_000053.png,0,daisy
5,daisy/daisy_000517.png,0,daisy
6,daisy/daisy_000711.png,0,daisy
7,daisy/daisy_000465.png,0,daisy
8,daisy/daisy_000361.png,0,daisy
9,daisy/daisy_000723.png,0,daisy
10,daisy/daisy_000003.png,0,daisy
11,daisy/daisy_000571.png,0,daisy
12,daisy/daisy_000722.png,0,daisy
13,daisy/daisy_000425.png,0,daisy
14,daisy/daisy_000645.png,0,daisy
15,daisy/daisy_000686.png,0,daisy
16,daisy/daisy_000476.png,0,daisy
17,daisy/daisy_000578.png,0,daisy
18,daisy/daisy_000598.png,0,daisy
19,daisy/daisy_000766.png,0,daisy
20,daisy/daisy_000428.png,0,daisy
21,daisy/daisy_000016.png,0,daisy
22,daisy/daisy_000276.png,0,daisy
23,daisy/daisy_000091.png,0,daisy
24,daisy/daisy_000223.png,0,daisy
25,daisy/daisy_000310.png,0,daisy
26,daisy/daisy_000024.png,0,daisy
27,daisy/daisy_000283.png,0,daisy
28,daisy/daisy_000698.png,0,daisy
29,daisy/daisy_000678.png,0,daisy
30,daisy/daisy_000277.png,0,daisy
31,daisy/daisy_000657.png,0,daisy
32,daisy/daisy_000407.png,0,daisy
33,daisy/daisy_000108.png,0,daisy
34,daisy/daisy_000161.png,0,daisy
35,daisy/daisy_000009.png,0,daisy
36,daisy/daisy_000193.png,0,daisy
37,daisy/daisy_000586.png,0,daisy
38,daisy/daisy_000147.png,0,daisy
39,daisy/daisy_000353.png,0,daisy
40,daisy/daisy_000131.png,0,daisy
41,daisy/daisy_000453.png,0,daisy
42,daisy/daisy_000597.png,0,daisy
43,daisy/daisy_000508.png,0,daisy
44,daisy/daisy_000734.png,0,daisy
45,daisy/daisy_000583.png,0,daisy
46,daisy/daisy_000543.png,0,daisy
47,daisy/daisy_000619.png,0,daisy
48,daisy/daisy_000345.png,0,daisy
49,daisy/daisy_000593.png,0,daisy
50,daisy/daisy_000093.png,0,daisy
51,daisy/daisy_000035.png,0,daisy
52,daisy/daisy_000136.png,0,daisy
53,daisy/daisy_000670.png,0,daisy
54,daisy/daisy_000092.png,0,daisy
55,daisy/daisy_000342.png,0,daisy
56,daisy/daisy_000313.png,0,daisy
57,daisy/daisy_000742.png,0,daisy
58,daisy/daisy_000262.png,0,daisy
59,daisy/daisy_000328.png,0,daisy
60,daisy/daisy_000363.png,0,daisy
61,daisy/daisy_000404.png,0,daisy
62,daisy/daisy_000394.png,0,daisy
63,daisy/daisy_000393.png,0,daisy
64,daisy/daisy_000572.png,0,daisy
65,daisy/daisy_000727.png,0,daisy
